Unnamed: 0,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60
7000,54033274,https://www.airbnb.com/rooms/54033274,2025-06-26,city scrape,Porto - Sunset flat at the beach - Free parking,"Private, silent and cosy flat perfect for families and groups of friends, in front of the beach with an amazing view, light and sunset view.<br /> Large area with 1 suite and 2 other rooms and a fully equipped kitchen. The balcony is perfect for taking meals as if you were on the beach… <br />An acoustic classic piano is available. <br />The car parking place is included with internal access to the flat.",,https://a0.muscache.com/pictures/hosting/Hosting-54033274/original/d95a1755-385b-4bf0-8b79-b1c9bb9834e2.jpeg,362722536,https://www.airbnb.com/users/show/362722536,Carlos,2020-08-16,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/7d0e43c5-d1d3-45e2-bdce-9d5741940b33.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d0e43c5-d1d3-45e2-bdce-9d5741940b33.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,f,,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17499,-8.69014,Entire rental unit,Entire home/apt,8,2 baths,3.0,8.0,"[""Cleaning available during stay"", ""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Bidet"", ""Microwave"", ""Board games"", ""Cleaning products"", ""Beach view"", ""Waterfront"", ""Ethernet connection"", ""Bay view"", ""Private patio or balcony"", ""Books and reading material"", ""Baby bath - available upon request"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Sun loungers"", ""Dishwasher"", ""Lockbox"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Hot water"", ""Radiant heating"", ""Shower gel"", ""Clothing storage: closet"", ""Coffee"", ""Pets allowed"", ""Free parking garage on premises \u2013 1 space"", ""Outdoor dining area"", ""Piano"", ""HDTV with premium cable"", ""Long term stays allowed"", ""Freezer"", ""Baking sheet"", ""Phillips  stainless steel oven"", ""Luggage dropoff allowed"", ""Iron"", ""Indoor fireplace: wood-burning"", ""Phillips refrigerator"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Bathtub"", ""Fireplace guards"", ""Self check-in"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Smoking allowed"", ""IKEA gas stove"", ""BOSE sound system"", ""Body soap"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Fire extinguisher"", ""Sea view""]",$144.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,2,4
7200,562272343132601883,https://www.airbnb.com/rooms/562272343132601883,2025-06-26,city scrape,Spacious One-bedroom Apart for 4 in Bolhão Market,The apartment in Porto has 1 bedroom and has capacity for 4 people.,Porto city center.,https://a0.muscache.com/pictures/prohost-api/Hosting-562272343132601883/original/52b2ae06-f0b0-4c37-908d-a143b6d88b65.jpeg,16922131,https://www.airbnb.com/users/show/16922131,Rui,2014-06-17,Portugal,"Your Opo Apartments were born by the natural force of 2 people who decided to enter the adventure of Tourism and create an apartment where they could receive guests, like someone who invites friends to our home. Their taste was evident and their eagerness was remarkable. Quickly that apartment multiplied in many others, scattered around the most emblematic areas of the city. Today the team has grown and there are more than 15 people who give their best every day so that those who visit us have the best experience of their lives in the city of Oporto. This is the time when our home is your home. Our greatest determination is that our guests have the best time of their lives in the charming city of Porto, that it becomes unforgettable and contagious. Our goal is to provide all the comfort, meet the most complex request and satisfy the desire for fulfillment. Truly, this will be the most beautiful mission that we hope to accomplish.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/45359f5e-c0e3-4761-ba5a-67f0c0bf6d99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45359f5e-c0e3-4761-ba5a-67f0c0bf6d99.jpg?aki_policy=profile_x_medium,,92,123,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1498,-8.60884,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,"[""Cleaning available during stay"", ""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave"", ""Refrigerator"", ""Building staff"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Clothing storage: wardrobe"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Crib"", ""Coffee"", ""High chair"", ""Electric stove"", ""Long term stays allowed"", ""Trash compactor"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Free street parking"", ""Single level home"", ""TV with standard cable"", ""Heating"", ""Paid parking off premises"", ""Fire extinguisher""]",$198.00,1,1125,1.0,2.0,1.0,1125.0,1.3,780.6,,t,7,22
7400,589657015956681133,https://www.airbnb.com/rooms/589657015956681133,2025-06-27,previous scrape,OPO Bolhão Flats - at Downtown w/ Balcony,"Staying at OPO Bolhão Flats is in the heart of Porto's historic center, where it is just steps away from all the history and life the city has to offer! Ideal to come with friends or family, it has all the amenities you may need during your visit to the Invicta City. Traditional apartments, with kitchen equipped with glass ceramic hob, microwave, coffee maker, toaster, kettle and refrigerator. Washing Machine, Cable TV and wifi internet. Welcome!",,https://a0.muscache.com/pictures/miso/Hosting-589657015956681133/original/67aa6705-8410-44aa-8416-f5d665f98611.jpeg,177207198,https://www.airbnb.com/users/show/177207198,Destiny Houses,2018-03-07,"Porto, Portugal",,,,100%,,https://a0.muscache.com/im/pictures/user/8b88d376-6a94-425d-851d-71b290ee586c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b88d376-6a94-425d-851d-71b290ee586c.jpg?aki_policy=profile_x_medium,,18,24,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14884,-8.60462,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,,"[""Private entrance"", ""Outdoor furniture"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Induction stove"", ""Elevator"", ""Microwave"", ""Refrigerator"", ""Private patio or balcony"", ""City skyline view"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Oven"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Outdoor dining area"", ""Long term stays allowed"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""TV with standard cable"", ""Heating"", ""Fire extinguisher""]",,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,,0,0
7600,613711929408659974,https://www.airbnb.com/rooms/613711929408659974,2025-06-28,previous scrape,Pause Home_Balcony apartment,Enjoy an elegant experience in this centrally located space.,,https://a0.muscache.com/pictures/miso/Hosting-613711929408659974/original/0ecd12d7-1e33-466b-964b-e7d07b63f9e2.jpeg,139065730,https://www.airbnb.com/users/show/139065730,Gilberto,2017-07-07,"Lisbon, Portugal","Hello! I’m Gilberto, a young architect with a passion for travel and food. I love exploring new places, discovering hidden gems, and immersing myself in local experiences. Each journey brings fresh inspiration, and I can’t wait to share my space with you. Thanks for checking out my listing, and I hope to connect with you soon!",within a few hours,100%,98%,f,https://a0.muscache.com/im/pictures/user/f7ded6e2-dddb-4eaa-b2c9-8b9e3769fe8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7ded6e2-dddb-4eaa-b2c9-8b9e3769fe8a.jpg?aki_policy=profile_x_medium,São Jorge de Arroios,11,13,"['email', 'phone', 'work_email']",t,t,,Bonfim,PORTO,41.15147,-8.59401,Entire loft,Entire home/apt,2,1 bath,1.0,,"[""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Microwave"", ""Refrigerator"", ""Ethernet connection"", ""Private patio or balcony"", ""Paid parking lot off premises"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""HDTV"", ""First aid kit"", ""Oven"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water"", ""Clothing storage: closet"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Host greets you"", ""Long term stays allowed"", ""Freezer"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Cooking basics"", ""Free street parking"", ""Heating"", ""Room-darkening shades"", ""Fire extinguisher"", ""Stove""]",,29,730,2.0,2.0,365.0,365.0,2.0,365.0,,t,15,19
7800,636298306115285957,https://www.airbnb.com/rooms/636298306115285957,2025-06-27,previous scrape,The Downtown Charming Apartments - A,"Imagine a premium experience in the heart of the city, in Porto Downtown. Feel the beauty of the city centre as you are just a minute walk from Café Majestic, Lello Bookshop, Aliados Avenue, Clérigos Tower, restaurants, shops, culture and entertainment. Enyoy the elegance and exquisiteness of this fully rehabilitated apartment located in a historical building. The building was just renovated and the apartment is brand new. You will be delighted with this wonderful charming apartment. Live and  f",,https://a0.muscache.com/pictures/prohost-api/Hosting-636298306115285957/original/361bb17e-3edf-4cfe-a6a3-c7a43097a6d6.jpeg,146581775,https://www.airbnb.com/users/show/146581775,Flats4Rent,2017-08-18,"Porto, Portugal",The Special One,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/0e9745ff-8e57-401b-bfed-2713fcaa235c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0e9745ff-8e57-401b-bfed-2713fcaa235c.jpg?aki_policy=profile_x_medium,,25,26,"['email', 'phone', 'work_email']",t,t,,Bonfim,PORTO,41.14508,-8.60132,Entire rental unit,Entire home/apt,2,1 bath,1.0,,"[""Dryer"", ""Private entrance"", ""Hot water kettle"", ""Shampoo"", ""Elevator"", ""Microwave"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Host greets you"", ""Washer"", ""Iron"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Free street parking"", ""Heating"", ""TV"", ""Fire extinguisher"", ""Stove""]",,1,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,5,17
8000,659891277483872606,https://www.airbnb.com/rooms/659891277483872606,2025-06-26,city scrape,Liiiving in Gaia - Douro Dream View,"Discover our Douro Dream View, a fantastic home with a picturesque view over the Douro River and the city of Porto. You will enjoy a spacious and comfortable residence designed to the highest standards of quality and functionality. It will be the perfect retreat to fully immerse yourself in the true essence of Porto.","Located next to Jardim do Morro, where you can enjoy the best sunset, you will be in Vila Nova de Gaia, famous for its Port Wine Cellars. You will have stunning views of the D. Luís I Bridge, the beautiful Ribeira district, and the main tourist attractions of Porto. The riverside boardwalk just below is the perfect path for a scenic walk to the beaches.  <br /><br />For wine enthusiasts, some cellars to consider visiting are Casa Ferreirinha, Sandeman, Cálem, Graham's, and Quinta do Noval, where you can taste different varieties and learn about their unique characteristics. We also recommend visiting the WOW Multi-Experience Center.  <br /><br />To reach the residence, the best public transport option is the Metro, with Jardim do Morro Station just a 3-minute walk away. If you prefer walking, you can cross the D. Luís I Bridge via the upper deck or head down to Cais de Gaia, cross the bridge, and arrive directly at Porto’s Ribeira. If you are traveling by car, the house has a garage wi",https://a0.muscache.com/pictures/prohost-api/Hosting-659891277483872606/original/beb5b8b6-2a93-40b1-802f-70bccba090ac.jpeg,30907275,https://www.airbnb.com/users/show/30907275,Liiiving,2015-04-09,"Porto, Portugal","Olá! We are Liiiving's Short Stay team!

We are looking forward to welcome you in our properties :)
We were born and we have lived in Porto. We will be happy to help you out to know and enjoy every city where we are installed !
We love to meet new people, enjoy literature, cinema, to travel, meeting other cultures, other ways of being and living life !
We are delighted to give a personal welcome to our guests and to receive them the best way we can :)
Hope to see you soon !",within an hour,100%,98%,,https://a0.muscache.com/im/pictures/user/e75a725e-7252-4f1b-a52a-c180e07b8bc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e75a725e-7252-4f1b-a52a-c180e07b8bc0.jpg?aki_policy=profile_x_medium,,159,225,"['email', 'phone', 'work_email']",t,t,"Vila Nova de Gaia, Porto, Portugal",Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13716,-8.61038,Entire home,Entire home/apt,6,2 baths,3.0,3.0,"[""Dryer"", ""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Free parking on premises"", ""Microwave"", ""Paid standalone high chair - available upon request"", ""Refrigerator"", ""Private patio or balcony"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Housekeeping - available at extra cost"", ""Shower gel"", ""Dedicated workspace"", ""Outdoor dining area"", ""Host greets you"", ""Long term stays allowed"", ""Washer"", ""Iron"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Coffee maker"", ""Cooking basics"", ""Paid crib - available upon request"", ""Heating"", ""TV"", ""Fire extinguisher"", ""Stove""]",$488.00,3,365,2.0,3.0,1125.0,1125.0,3.0,1125.0,,t,20,50
8200,675951771892223350,https://www.airbnb.com/rooms/675951771892223350,2025-06-27,previous scrape,Charming Covelo,"Cozy refurbished apartment with contemporary decoration, on the 4 floor of a building with elevator and city view with balcony.<br />Elegant, large and bright with a comfortable double bed in the spacious bedroom, a sofa convertible into a bed in the living room, a well-equipped kitchen and a practical bathroom. It is 9 minutes from Faria Guimaraes Metro Station, with direct connection to the airport. Have a good conection with the high route and just in fron of the green park Covelo.",,https://a0.muscache.com/pictures/miso/Hosting-675951771892223350/original/76925e14-3dcb-4b77-9431-3786ca4f8f05.jpeg,470758140,https://www.airbnb.com/users/show/470758140,Samanta,2022-07-21,,,,,,f,https://a0.muscache.com/im/pictures/user/e4ba1be6-c5f3-4687-8678-ba7e5491fec2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4ba1be6-c5f3-4687-8678-ba7e5491fec2.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Paranhos,PORTO,41.16796,-8.60568,Entire rental unit,Entire home/apt,3,1 bath,1.0,,"[""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Microwave"", ""Cleaning products"", ""Private patio or balcony"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Central air conditioning"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Long term stays allowed"", ""Freezer"", ""HDTV with standard cable"", ""Clothing storage"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Zanussi refrigerator"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Zanussi oven"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Paid parking off premises"", ""Zanussi induction stove"", ""Fire extinguisher""]",,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,0,0
8400,696867829158120325,https://www.airbnb.com/rooms/696867829158120325,2025-06-26,city scrape,The View - Porto | Appartment at iconic location,"The View appartment has a world famous location, right at the corner where the Douro river flows into the Atlantic Ocean. <br /><br />With a beautiful beach in front and everything nearby this is the perfect stay: Port wine cellars for wine tasting, shoppings, golf courses, Nature Reserve, Porto City centre, restaurants, bars, surf schools, kite school, harbor, etc...<br /><br />The appartment itself has 3 large bedrooms, all with own ensuite bathroom and private terrace. <br /><br />All top materials used and fully equiped.",,https://a0.muscache.com/pictures/miso/Hosting-696867829158120325/original/d0711871-9ff8-4a2c-9187-1f9d79b16a91.jpeg,99894627,https://www.airbnb.com/users/show/99894627,Jeffrey,2016-10-16,"Lochristi, Belgium",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f7db3599-2bab-4856-8828-0b0d8551afb4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7db3599-2bab-4856-8828-0b0d8551afb4.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Canidelo,VILA NOVA DE GAIA,41.13430845030601,-8.668471297236628,Entire rental unit,Entire home/apt,6,3 baths,3.0,4.0,"[""Cleaning available during stay"", ""Outdoor furniture"", ""Hot water kettle"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""Extra pillows and blankets"", ""Elevator"", ""Laundromat nearby"", ""Free parking on premises"", ""Bidet"", ""River view"", ""Board games"", ""Microwave"", ""Cleaning products"", ""Beach view"", ""Refrigerator"", ""Ethernet connection"", ""City skyline view"", ""Bay view"", ""Stainless steel oven"", ""Waterfront"", ""Private patio or balcony"", ""Books and reading material"", ""Wifi"", ""Building staff"", ""Bed linens"", ""Movie theater"", ""Kitchen"", ""Mini golf"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Hangers"", ""55 inch HDTV with Netflix, premium cable"", ""Hot water"", ""Smoke alarm"", ""Bowling alley"", ""Crib"", ""Dedicated workspace"", ""Coffee"", ""Central air conditioning"", ""Electric stove"", ""Outdoor dining area"", ""Long term stays allowed"", ""Freezer"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Standalone high chair - always at the listing"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Coffee maker"", ""Ocean view"", ""Cooking basics"", ""Free street parking"", ""Single level home"", ""Drying rack for clothing"", ""Heating"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""Blender"", ""Lake access"", ""Fire extinguisher"", ""Sea view""]",$236.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,3,7
8600,721560296684888984,https://www.airbnb.com/rooms/721560296684888984,2025-06-28,city scrape,Freixo Apartment - Casa do Bessa by JARS,"Enjoy a unique experience in the city of Porto!<br />Thoughtful of your comfort and located on a quiet street, this elegant accommodation offers you all the amenities such as air conditioning, equipped kitchen (including dishwasher), wifi, TV, towels and washing machine and dryer. <br />Contact us for more info!",,https://a0.muscache.com/pictures/miso/Hosting-721560296684888984/original/b66300ed-2b8a-4feb-8953-fa58978f33f8.jpeg,124472632,https://www.airbnb.com/users/show/124472632,João,2017-04-05,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-124472632/original/1e216a85-5884-4cee-9208-ec825aa0498e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-124472632/original/1e216a85-5884-4cee-9208-ec825aa0498e.jpeg?aki_policy=profile_x_medium,,37,43,"['email', 'phone']",t,t,,Ramalde,PORTO,41.1614422,-8.6411024,Entire serviced apartment,Entire home/apt,2,1 bath,0.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Clothing storage: closet"", ""Coffee"", ""Electric stove"", ""Host greets you"", ""Long term stays allowed"", ""Freezer"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Cooking basics"", ""Washer \u2013\u00a0In building"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher""]",$90.00,2,31,2.0,2.0,31.0,31.0,2.0,31.0,,t,17,47
8800,755571734855031903,https://www.airbnb.com/rooms/755571734855031903,2025-06-26,city scrape,HM – Historic Downtown Batalha Studio,"Apartment with balcony located in the historic center of Porto, in the Batalha area, one of the city's cultural hotspots.",,https://a0.muscache.com/pictures/miso/Hosting-755571734855031903/original/21523376-e1d3-4ba7-82e0-7383820b548a.jpeg,47191303,https://www.airbnb.com/users/show/47191303,Home Me,2015-10-22,"Porto, Portugal","Tratamos cada propriedade como se fosse nossa, porque queremos que os hóspedes se sintam em casa – acreditamos que só assim faz sentido!

Como bons portuenses, somos excelentes anfitriões e sugerimos dicas especiais para que os nossos convidados possam aproveitar a estadia ao máximo, desde visitas a museus aos restaurantes imperdíveis. Partilhamos segredos que fazem do Porto uma cidade mágica.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/26686cb7-09fe-4378-82a6-07126adc17aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26686cb7-09fe-4378-82a6-07126adc17aa.jpg?aki_policy=profile_x_medium,,50,76,"['email', 'phone', 'work_email']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14366,-8.60933,Entire rental unit,Entire home/apt,3,1 bath,0.0,2.0,"[""Private entrance"", ""Essentials"", ""Shampoo"", ""Induction stove"", ""Children\u2019s dinnerware"", ""Cleaning products"", ""Refrigerator"", ""Stainless steel oven"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Radiant heating"", ""Shower gel"", ""Crib"", ""Clothing storage: closet"", ""Coffee"", ""High chair"", ""Coffee maker: Nespresso"", ""Long term stays allowed"", ""Freezer"", ""Baking sheet"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Cooking basics"", ""Body soap"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher""]",$89.00,2,120,1.0,3.0,120.0,120.0,2.7,120.0,,t,0,0
9000,785962758797783268,https://www.airbnb.com/rooms/785962758797783268,2025-06-26,city scrape,GuestReady - Uptown Suites Stay,"Located in a very central area, this suite is the perfect place for individual travellers or couples. It is modern, comfortable and very well furnished, with all the amenities you could need during your stay. You'll have ccess to a common area with a living and dining area.","This a great location to explore the city. The Quinta do Covelo, Chapel of Souls, Jardim de Arca d'Água, FC Porto Museum, Parque de São Roque, Church of Our Lady of Lapa, Igreja Paroquial Senhora da Conceição, and Social Factory - Foundation sculptor José Rodrigues are all nearby. There are also plenty of excellent restaurants and bars, such as Churrasqueira Central das Antas, Your Palace, Mamma Mia! - Ristorante and pizzeria, Pizza Piazza, Scala Palace, and Pizza Hut Edifício Torre das Antas. Supernova Café is an excellent option for coffee, and bbGourmet ANTAS - Loja and takeaway is a great choice for takeaways.",https://a0.muscache.com/pictures/prohost-api/Hosting-785962758797783268/original/544bf3f5-140f-411b-b6c8-6e49f243814c.jpeg,492108771,https://www.airbnb.com/users/show/492108771,GuestReady,2022-12-20,,"At GuestReady, we're on a mission to redefine modern hospitality. We specialise in helping hosts deliver outstanding experiences to their guests worldwide. With years of hospitality experience, we're dedicated to providing an exceptional experience. Let us help you find the perfect place for an unforgettable stay!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-492108771/original/3e174637-4e7b-4817-b447-d63d1ba99366.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-492108771/original/3e174637-4e7b-4817-b447-d63d1ba99366.png?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Porto, Portugal",Paranhos,PORTO,41.16835,-8.59626,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"[""Cleaning available during stay"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""First aid kit"", ""Hot water"", ""Dedicated workspace"", ""Toaster"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""TV"", ""Fire extinguisher""]",$56.00,1,1125,1.0,2.0,1.0,1125.0,1.5,117.8,,t,11,39
9200,826047703894994533,https://www.airbnb.com/rooms/826047703894994533,2025-06-26,city scrape,VIVA Alameda Suites - River View,VIVA Alameda Suites are a set of differentiated rooms with private bathroom where careful design and comfort with guaranteed quality are combined with a fantastic location in the city center on the banks of the Douro River.,"Massarelos is a historic area of the city, marked by old houses, stories of a fishing village and romantic paths along the slopes that join the river to the gardens of the crystal palace.<br />In this area they still found the Porto soul preserved with a strong presence of the local population and restaurants with good Portuguese food.<br />The proximity to all tourist attractions, the stunning views of the river and the tranquility of the area make Massarelos a unique place to visit the city of Porto.",https://a0.muscache.com/pictures/miso/Hosting-826047703894994533/original/bc29df0c-6c77-4266-8f7a-ea63e09bdff2.jpeg,500909576,https://www.airbnb.com/users/show/500909576,Pedro,2023-02-13,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/8c98b45b-1dda-43f4-888c-d33cfd59e1c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8c98b45b-1dda-43f4-888c-d33cfd59e1c6.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Porto, Portugal",Lordelo do Ouro e Massarelos,PORTO,41.14712,-8.63166,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"[""Cleaning available during stay"", ""Crib - available upon request"", ""Heating - split type ductless system"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Laundromat nearby"", ""River view"", ""Waterfront"", ""Ethernet connection"", ""Coffee maker: espresso machine"", ""Wifi"", ""Baby bath - available upon request"", ""Lock on bedroom door"", ""Bed linens"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Coffee"", ""Central air conditioning"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Hair dryer"", ""Smart lock"", ""High chair - available upon request"", ""Babysitter recommendations"", ""Self check-in"", ""Free street parking"", ""Room-darkening shades"", ""TV"", ""Paid parking off premises"", ""Fire extinguisher""]",$68.00,1,365,1.0,2.0,365.0,365.0,2.0,365.0,,t,17,45
